unique_id,original,chatgpt,human,question1,question2
38,"—أنا <mark1>لا أحيا إلا عندما أُحمِّل نفسي أكثر من طاقتها. عندئذ تصبح الدنيا لعبة بين يديّ. هذه الدنيا اللعينة الجائرة، تصبح لعبة، دمية. تصوِّري<mark1/>، أُقيمها على قدميها فتفتح عينيها الواسعتين، ثم تغمزني بإحداهما. أنوِّمها على ظهرها، فترخي أهدابها الطويلة على عينيها المغمّضتين، أضغط على خصرها فتقول: «آخ».

وأنا الآن أقولها: «آخ… جعلتني لعبة. <mark2>أردت لك أن تجعلني لعبة، تضغط على خصري لأتأوَّه لك، لأتحسر عليك».<mark2/>","—Yo <mark1>solo vivo cuando me exijo más de lo que puedo soportar. Entonces, el mundo se convierte en un juego entre mis manos. Este maldito y cruel mundo se vuelve un juego, un muñeco. Imagina<mark1/>, lo pongo sobre sus pies y abre sus grandes ojos, y luego me guiña uno. La acomodo sobre su espalda, dejando sus largas pestañas relajarse sobre sus ojos cerrados. Presiono sobre su cintura y ella dice: «Ah».

Y ahora yo digo:

—Ah… me has convertido en un juguete. <mark2>Querías hacerme un juguete, presionabas mi cintura para que gemiera para ti, para que sintiera pena por ti.<mark2/>","—Te lo digo porque yo soy lo opuesto. <mark1>Yo voy siempre al límite, porque es cuando siento que el mundo me supera que me permito relativizar y rebajar el valle de lágrimas en derredor a un mero pasatiempo, no más que un divertimento. Con una pizca de imaginación, lo que a uno le abruma se deja metamorfosear en una muñeca de trapo que luego uno puede manejar a su antojo<mark1/>: poner de pie y acostar, inducir a que bata sus largas pestañas al son de tu batuta y se resienta con un ¡ay! cuando se le pinche en la barriga. 

—¡Ay! —exclamé y, tras tomarme un instante para dejar que el significado calara, añadí—: Conque eso es lo que soy para ti: un divertimento. <mark2>Aunque, por otro lado, no pueda culparte, porque es a lo que me he prestado, a convertirme en el juguete a cuerda que chilla cuando le operan la manivela.<mark2/>",¿Qué es lo que al primer interlocutor le permite ver el mundo como inofensivo?,¿Por qué le responde la narradora a su interlocutor como lo hace?
39,<mark1>وانهال على نهدي، وشفتي يمتلكني للمرة العاشرة وكأنها المرة الأولى. وأنا أقبض شعره، وأرفع رأسه لألتهم فمه. وبين الحين والآخر ألمح وراء كتفه الصخرة غائرة بثقلها في الفراش.<mark1/> <mark2>ترى ما الذي عنت لي تلك الصخرة في تلك اللحظات؟ وما الذي ظن وليد أنني عنيت بها؟ ولماذا تبقى أبدًا ماثلة أمامي، لغزا جميلا، مغريا، رمزا مشحونا بكلِّ ما لا أستطيع وصفه في كلمات مهما حاولت، سنة بعد سنة؟<mark2/> رأيتها تكبر وتكبر وتغدو جبلا، وأنا على قمتها، أتشبث بها وزوابع الرغبة تمزقني، ورأيتها تصغر وتصغر وتغور في الفراش، فأغور وراءها أبحث عنها، أريد الإمساك بها، وتفلت من بين أصابعي.,"<mark1>Se lanzó sobre mis pechos y mis labios apoderándose de mí por décima vez como si fuera la primera. Yo agarraba su cabello, levantando su cabeza para devorar su boca. De vez en cuando, veía la roca detrás de su hombro, hundiéndose con su peso en la cama.<mark1/> <mark2>¿Te imaginas lo que significaba para mí esa roca en esos instantes? ¿Qué creía Walid que significaba para mí? Y ¿por qué permanece siempre ante mí, como un enigma hermoso y tentador, un símbolo cargado de todo lo que no logro describir con palabras, por más que lo intente, año tras año?<mark2/> Vi cómo crecía y crecía y se convertía en una montaña, y yo, sobre su cima, me aferraba a ella mientras los torbellinos del deseo me desgarraban, y la vi encogerse y encogerse y hundirse en la cama, así que me hundí tras ella buscándola, queriendo atraparla, pero se escapaba de entre mis dedos.","<mark1>Y, de cuando en cuando, mientras él me mordía los pezones como si se hubiera propuesto arrancármelos y yo le tiraba del pelo para levantarle la cabeza y comerle la boca, echaba un vistazo a la piedra, que seguía yaciendo impertérrita a sus espaldas, hundiéndose lentamente en el seno del colchón.<mark1/> <mark2>A saber lo que Walid conjeturó que deseaba plasmar con aquella piedra y lo que de facto simbolizaba para mí en esos momentos. Ahí estaba, plantada frente a mí, como un enigma irresoluble, esplendente, preñada de significado, el que yo llevaba años intentando en balde poner en palabras.<mark2/> La veía crecer y crecer, hasta convertirse en una montaña, en cuya cima azotan vientos huracanados que la dejan a una exánime y sin fuelle, para, acto seguido, comenzar a menguar y menguar, hasta casi desaparecer entre pliegues.",¿Qué está pasando?,¿Qué le cuesta expresar a la narradora?
40,والشآبيب تضرب حجارة الأسوار الكبيرة، السوداء، الرابضة منذ القرون الخوالي في الظلام المديد العريض، المثقب بالأنوار القليلة المتنائية، المصدّع بالبرق والرعد، المخترق بالرياح والصفير والعويل <mark1>في ردهة باب الخليل، حول نار من أخشاب الصناديق العتيقة<mark1/>، <mark2>البلل، والتعب، والبرد، واللفاف الصوفي حول العنق، والمعطف الأسود الثقيل، والأقدام الرطبة لا تدفأ، واللهب تتصاعد وتتلوى وتدخن، ووجوهنا في النور المتراقص تتغير من قناع إلى قناع<mark2/>. وفي الداخل سؤال يُسمع كأنه صادر من أعماق بئر سحيقة: من أنا؟,"Y las lluvias golpean las piedras de los grandes muros negros, que yacen desde tiempos remotos en la oscuridad vasta y extensa, perforada por escasas luces distantes, fracturada con relámpagos y truenos, atravesada por los vientos, el silbido y el lamento <mark1>en el vestíbulo de la Puerta de Hebrón, alrededor de un fuego de maderas de cajas antiguas<mark1/>, <mark2>la humedad, el cansancio, el frío, y la bufanda de lana alrededor del cuello, el pesado abrigo negro, los pies húmedos que no se calientan, y las llamas que ascienden y retuercen y humean, y nuestros rostros en la luz danzante cambian de máscara en máscara<mark2/>. Desde dentro, una pregunta se escucha como si emanara de las profundidades de un pozo profundo: ¿Quién soy?","Azota contra los recios muros de piedra, negros, de toda la mugre que ha arrastrado y con la que los ha ido acerando la intemerata de siglos que llevan erguidos, moteados por luces distantes, de las que truenan tanto o más de lo que relampaguean, y silban, como el viento huracanado que acompasan. 

Os halláis <mark1>junto a la Puerta de Yafa, en torno a una hoguera que habéis encendido con cajas viejas de madera<mark1/>, <mark2>empapados hasta la médula, helados, pese a los abrigos de invierno y las bufandas de lana que lleváis al cuello. Los pies, como no podía ser de otro modo, a remojo. Las llamas se crecen y su danzarina lumbre os hace comparecer como enmascarados.<mark2/> De pronto, te asaltan las dudas, las que tratas de mantener enterradas en lo más profundo de tu ser: ¿quién soy?",¿Dónde está el narrador?,¿Cómo se halla el narrador?
41,يجب ألا أنهار… ثم قلبوني على وجهي على البلاط القذر، واندلق الماء من فمي، والقيء… <mark1>وتكرر التحقيق<mark1/>. <mark2>أعطوني سيجارة، وقدَّموا إلي شايا حارا، وتضاحكوا معي هذه المرة . كتبك معروفة لدينا، قالوا ، وحركاتك كذلك. وعضويتك في «فتح». ونريد أن نريّحك<mark2/> من أنت بالضبط؟ من رأيت؟ <mark1>من، من، من… ثم العودة إلى الزنزانة والظلام الأسود، فعودة إلى الغرفة الساطعة البذيئة.<mark1/>,"No debo derrumbarme… Luego me voltearon boca abajo sobre el suelo sucio, y el agua brotó de mi boca, y el vómito… <mark1>Se repite el interrogatorio<mark1/>. <mark2>Me ofrecieron un cigarrillo, me dieron té caliente, y esta vez se rieron conmigo. ""Conocemos tus libros"", dijeron, ""y tus movimientos también. Y tu membresía en Fatah. Queremos saber<mark2/> exactamente quién eres. ¿A quién viste? <mark1>¿Quién, quién, quién…? Luego el retorno a la celda y la negrura profunda, y de vuelta a la habitación brillante y repugnante.<mark1/>","Pero todavía no toca tirar la toalla. Me dan la vuelta y, con la cara contra el asqueroso asfaltado, expulso el agua, que sale a presión, junto con el contenido de mi estómago. <mark1>Pero los interrogatorios continúan sucediéndose<mark1/>. <mark2>Esta vez, me ofrecen un cigarrillo y una taza caliente de té. Parecen estar de buenas. Sueltan incluso algún que otro chiste. Sabemos de tus escritos, me dicen, no obstante, al cabo, como tampoco se nos escapan tus movimientos. Sabemos, por ejemplo, que eres miembro de Fatah. Pero queremos que estés tranquilo, porque la verdad, no sólo hace libre, sino que también se premia.<mark2/> Cuéntanos, ¿quién eres realmente?, ¿con quién te encontraste?, <mark1>¿quién, quién, quién…? En bucle, como mis idas y venidas de la sala con focos deslumbrantes a la celda en tinieblas a la que me regresan al final de cada sesión.<mark1/>",¿Quién se ríe y por qué?,¿Qué se repite?
42,عرفت وليدًا منذ سنوات. منذ أن كنت طالبة في الكلية. كنت أتصور أنه يجدني جميلة محبوبة، <mark1>ولكنه يتجاهل. وكنت أتجاهل أنا أيضًا. كان في عالم لا تصلني به صلة، أول الأمر.<mark1/> أراه وأنا مع أخي، أو أبي، أو أختي تحيَّات وحديث، وشيء من ضحك، وفراق، فنسيان. <mark2>ومرت السنوات، وبقي اهتمامي بوليد، أو اهتمامه بي، أمرًا يتردد بين الواقع واللا واقع.<mark2/> كنت أتصور أنه كلما تعلق بامرأة ثم ما عادت تهمه وما عاد يهمها، ربما خطرت أنا في باله، كومضة من ومضات المستحيل. وأنا تشدني عاطفة مبهمة أخشى أن أستوضحها حتى لنفسي.,"Conocí a Walid hace años, desde que era estudiante en la universidad. Me imaginaba que él me encontraba hermosa y adorable, <mark1>pero me ignoraba. Y yo también lo ignoraba. Él estaba en un mundo con el que, al principio, no tenía conexión.<mark1/> Lo veía cuando estaba con mi hermano, o mi padre, o mi hermana: saludos, charlas, algo de risa, y luego, despedida, olvido. <mark2>Pasaron los años, y mi interés por Walid, o su interés por mí, oscilaba entre la realidad y la no—realidad.<mark2/> Me imaginaba que cada vez que se enamoraba de una mujer que luego dejaba de importarle, y él a ella, quizás yo cruzaba su mente como un destello de lo imposible. Y yo era atraída por un sentimiento vago que temía aclarar incluso para mí misma. ","Conozco a Walid desde hace años, desde que iba a la universidad, y siempre me he querido creer que me encontraba atractiva y entrañable, <mark1>aunque intentara disimularlo. Yo, al fin y al cabo, también jugaba a hacerme la tonta al principio. Además, no nos unía nada.<mark1/> Cuando lo veía, iba siempre acompañada de mi padre o alguno de mis hermanos, por lo que, más allá de pleitesías, intercambiábamos muy poco. <mark2>Con el correr de los años, nuestro interés mutuo no hizo no obstante más que crecer, aunque gozáramos de pocas ocasiones para mostrárnoslo recíprocamente.<mark2/> Recuerdo fantasear con que yo le venía como un espejismo a la mente cuando ponía fin a una relación de pareja o escarceo de otra clase. Aquello me hacía sentir descarada y peligrosamente poderosa.",¿Por qué no se le acercaba Walid a la narradora al principio?,¿Cómo afectó el transcurso del tiempo a su interés recíproco?
43,"سيدتي، في أرضنا
ما نبتت يوما شجرة
بأغصان <mark1>كذراعيك<mark1/>
أو فاكهة تتحدى <mark1>كنهديك<mark1/>.

أنت أنت الشجرة
<mark2>وأنا النهار أضيئيني
ببريق عينيك،
أنا الريح أهب عليك
غاديا رائحا أملأ الدنيا
بشذى من ذراعيك ونهديك<mark2/>.","En nuestra tierra
nunca creció un árbol
con ramas como tus <mark1>brazos<mark1/>
o frutos que desafíen como tus <mark1>senos<mark1/>.

Tú eres el árbol
y <mark2>yo el día que me iluminas
con el brillo de tus ojos,
yo el viento que sopla hacia ti y desde ti,
llenando el mundo
con el aroma de tus brazos y tus senos<mark2/>.","No hay venus que haya visto nacer,
<mark1>en bragas o sin de ellas menester<mark1/>,
cuya <mark1>belleza<mark1/> ante la tuya no llegue a palidecer.
¡Ay, amor mío, contigo quisiera ascender
a esa esfera en la que procede enmudecer!

Señora mía, constancia no me queda,
de que haya en el mundo entero alameda,
que, <mark2>a la hora de hacerme entrar en vereda,
lo tenga más negro que tú conseguir que acceda<mark2/>.",¿Qué se ensalza con la comparación que se establece en el primer renglón?,¿Qué le mueve a hacer la destinataria del poema a su autor?
44,خطاياك معي كثيرة، وليس أقلها أنَّك <mark1>علمتني هذه الكلمة: «الجسد»، وأنت أشدّ من عرفت في حياتي تعلقا بأمور الروح، بأمور الذهن، بأمور لا تمت إلى الدنيا بشيء<mark1/>. أوقعتني هكذا في خطيئتك: أن تلهب الجسد، ثم تبحث عن الجمر في الروح. ولكن الجسد كثيرا ما يلتهب، ولا يبقى للروح، أو فيها، إلا الرماد. كم أتمنى لو أنك الآن أمامي لأسمع دفاعك. توقعني في خطيئتك، ثم <mark2>لا تترك لي لو شيئًا من الفضيلة اللاحقة، فضيلة الجمر في الروح. ليس في عروقي الآن إلا الرماد<mark2/>. أترى، وأنت هناك، أين أنت؟ أين؟,"Tus faltas conmigo son muchas, y no es la menor que <mark1>me enseñaste esta palabra: ""el cuerpo"", y tú, quien más he conocido apegado a las cosas del espíritu, a las cosas del pensamiento, a las cosas que no tienen nada que ver con el mundo material<mark1/>. Así me hiciste caer en tu pecado: que inflamas el cuerpo, luego buscas la brasa en el espíritu. Pero el cuerpo a menudo se inflama, y no queda en el alma, o dentro de ella, más que cenizas. Cuánto deseo que ahora estuvieras frente a mí para oír tu defensa. Me hundes en tu pecado, y luego <mark2>no me dejas ni siquiera un ápice de virtud posterior, la virtud de la brasa en el alma. No hay ahora en mis venas nada más que cenizas<mark2/>. ¿Ves, y tú allí, dónde estás? ¿Dónde?","Son múltiples y de natural variopinto los pecados cometidos, pero lo primero que quisiera achacarte es <mark1>haberme enseñado lo que encierra el enigma que es para mí mi propio cuerpo, y eso, pese a ser tú una de las personas más sesudas y dadas a la abstracción que conozco<mark1/>, aunque tal vez sea precisamente por fuer de críptico que levantas pasiones, no por nada tiene el soma el interruptor en la azotea, que tengo hecha fosfatina de lo que me la rondas desde que me revolucionaste el organismo y, con él, todo organigrama. ¡Cómo me gustaría tenerte ahora frente a mí para verte mascullar algo en tu defensa!

Me tentaste a pecar contigo, para, a la postre, <mark2>no dejarme nada a lo que agarrarme, salvo sueños rotos que nunca tuvieron opción de alzar el vuelo<mark2/>. Tú por ahí, mientras que yo… Incluso ahora, que a saber dónde estás.",¿Qué le resulta llamativo a la narradora de que su interlocutor obrara como lo hizo? ,¿De qué le priva a la narradora su interlocutor tras inducirla a pecar?
45,ولكنني أكذب. أكذب على نفسي. <mark1>أكذب لأن جسدي، كلَّما تحدثت إليك، يعود فينتفض ويستوي. فلا تحدث إليك. لأغازلك. لأتهمك. لأخاصمك<mark1/>. <mark2>أحبك حب المجانين، حبّ العواهر، ولا أتزوجك تقنعني بأنني أنا أنت، ثم ترسلني إلى بيتي مفصومة شظية من شظاياك، لأقول للعالم إنني هنا في منزل أبي وأمي وأخوتي أنتظر شابًا يطلب يدي ويصبح جزءًا جديدًا من حياتي. كأن ذلك أمر ممكن لمن أصبحت هي جزءا منك؛ جزءًا لن ينسجم إلا مع شفتيك ويديك وصدرك…<mark2/>,"Pero miento. Me miento a mí mismo. <mark1>Miento porque cada vez que hablo contigo, mi cuerpo se estremece y se endereza. Por eso no hablo contigo. Para coquetear contigo. Para acusarte. Para discutir contigo<mark1/>. <mark2>Te amo con el amor de los locos, el amor de las prostitutas, y no me caso contigo; me convences de que yo soy tú, y luego me envías a mi casa, una astilla desgajada de tus propios pedazos, para decirle al mundo que aquí estoy en la casa de mi padre y de mi madre y de mis hermanos, esperando a un joven que pida mi mano y se convierta en una nueva parte de mi vida. Como si eso fuera posible para quien se ha convertido en una parte de ti; una parte que solo armonizará con tus labios, tus manos y tu pecho…<mark2/>","Pero miento, aunque no sea más que a mí misma, porque, <mark1>cada vez que mi cuerpo se acuerda de ti, me entran sacudidas que me despejan las dudas acerca de si sigo con vida. Aun así, no te me vayas todavía. Permíteme que te siga hablando, camelando y, sí, puede que regañando también<mark1/>. <mark2>Te quiero con locura, como una puta demente, a quien, como accedió a tus términos, nunca condujiste al altar. Me hiciste creer que yo era como tú y me dejaste escindida en dos mitades irreconciliables, la que presentaba en casa con mis padres y mis hermanos, que se hallaba a la espera de que emergiera un joven y apuesto pretendiente que pidiera su mano en matrimonio, y la que te pertenecía a ti y sólo a ti, a tus labios, tu pecho, tus manos…<mark2/>","¿Para qué se dirige, o no, la narradora a su interlocutor?",¿Qué le recrimina la narradora a su interlocutor?
46,حبيبي، ما عدت أعرف الكلمات التي علمتنيها. في يومين اثنين نسيت كل شيء عندما علمت بمقتلك. <mark1>هل فعلا قتلوك؟ أم أنها شماتة الحاقدين<mark1/> والتافهين؟ كيف أستطيع قول الذي لا يُقال؟ وها أنا أقوله: قتلوك وجندلوك، وتمنيت لو كنت ساعتئذ ملتفة حول خصرك، وصدرك، لأقيك من <mark2>نفاذ الرصاص، وأقيك من الرضوض إذ رحت تتدحرج من صخرة إلى صخرة<mark2/>؛ لأقي وجهك من التشوه، ويبقى فمي على فمك درعا لك ضد رصاص العالم كله. وفي يومين نسيت الكلام كله، والعقل كله، والمنطق كله.,"Amado mío, ya no recuerdo las palabras que me enseñaste. En solo dos días olvidé todo cuando supe de tu asesinato. <mark1>¿Realmente te mataron? ¿O es solo la burla de los envidiosos<mark1/> y los mezquinos? ¿Cómo puedo decir lo que no se dice? Y aquí estoy, diciéndolo: <mark2>te mataron y te despedazaron<mark2/>, y desearía haber estado entonces enrollada alrededor de tu cintura, y de tu pecho, para protegerte de <mark2>las balas, para protegerte de los golpes cuando empezaste a rodar de roca en roca<mark2/>; para preservar tu rostro de la deformación, y mantener mi boca sobre la tuya como un escudo para ti contra las balas de todo el mundo. Y en dos días olvidé todas las palabras, todo el sentido, toda la lógica.","Amor mío, ya no me acuerdo de las palabras que me enseñaste. Se me han olvidado todas en los dos días que han transcurrido desde que me enteré de <mark1>tu defunción, si es verdad eso de que has pasado a mejor vida y no un rumor que han hecho circular quienes te tienen ojeriza<mark1/>. Me cuesta imaginarte tieso, máxime, cuando aún necesito que me abraces. Debiera haberlo hecho antes, lo sé, colgarme de tu cintura y pegarme a tu pecho, para hacerte de escudo contra <mark2>las balas y rocas que se podían vaticinar en tu trayectoria<mark2/>. Con un beso, blindarte de todo y salvarte, porque soñar es gratis. No fueron sólo nuestros idiotismos, también perdí toda capacidad de hilar un pensamiento coherente, en dos días escasos. ",¿Qué achaca la narradora a quienes envidian a su amado?,¿Cómo se menciona que pudo haber muerto el amado de la narradora?
47,رامات يوسيف تكاد تكون على الحدود وهي في الأصل قرية عربية تدعى <mark1>أم العين احتلها الإسرائيليون عام ١٩٤٨، وأخرجوا سكانها العرب<mark1/> وأبدلوا اسمها، وحصنوها، تساندها في السنوات الأخيرة مدفعية ورشاشات وبضع مدرعات. وهي جبلية متوسطة الحجم، تحيط بها بساتين الفاكهة، وحول البساتين أشجار الزيتون، وغابات السنديان المتصاعدة إلى قمة المرتفع الذي بنيت القرية على أواسط سفحه. <mark2>درسنا موقعها على الخرائط التي لدينا يومًا بعد يوم، وشرح لنا العم عزي وضعها الطبوغرافي، فهو يعرفها معرفة جيدة<mark2/>، لأنه من أبنائها الذين اضطروا إلى مغادرتها قبل ثلاث وعشرين سنة، أيام كان شابا في العشرينيات من عمره.,"Ramat Yusef está casi en la frontera y originalmente es un pueblo árabe llamado <mark1>Umm Alayn que fue ocupado por los israelíes en 1948, quienes expulsaron a sus habitantes árabes<mark1/>, cambiaron su nombre y fortificaron el lugar, apoyados en los últimos años por artillería, ametralladoras y algunos vehículos blindados. Es un pueblo de tamaño mediano situado en una zona montañosa, rodeado de huertos de frutas, con olivos alrededor de los huertos y bosques de robles que ascienden hasta la cima de la colina en la que se construyó el pueblo, en la ladera media. <mark2>Hemos estudiado su ubicación en los mapas que tenemos día tras día, y el tío Uzi nos explicó su situación topográfica, ya que la conoce bien<mark2/>, pues es uno de sus hijos que se vieron obligados a dejarla hace veintitrés años, cuando era un joven en sus veinte años.","Ramat Yusef se sitúa a pocos quilómetros de la frontera. <mark1>Antes de que en 1948 sufriera la ocupación israelí, la población árabe de origen fuera expulsada<mark1/>, se amurallara, fortificara y rebautizara, se llamaba, no obstante, Umm Alayn. Es un pueblo de tamaño medio en la cima de una montaña en la que crecen árboles frutales, olivos y robles. <mark2>El tío Uzi era el encargado de instruirnos acerca de su ubicación en el mapa, el trazado de sus calles y la orografía del terreno<mark2/>, porque, al haber sido uno de sus antiguos habitantes, antes de verse obligado a abandonarla con veintipocos, veintitrés años atrás, se la conocía como si la hubiera parido.",¿Por qué tuvo que emigrar el tío Uzi de joven?,¿Qué hace el tío Uzi?
48,<mark1>حالما ننعطف شمالا سيحمينا التل.<mark1/> وفجأة انبهرت عيناي وأطبق صوت يزن أطنانا على رأسي لا أدري ما هو. «مروان!» سمعت أبو عوف يصيح. «<mark2>مروان أصيب!<mark2/> مروان!» وامتلأ الفضاء العريض بوجه واحد هائل. وصحت: «أبي… أبي…» ولم يسمعني أحد.,"<mark1>En cuanto doblemos hacia el norte, la colina nos protegerá.<mark1/> De repente, mis ojos quedaron deslumbrados y un sonido que pesaba toneladas cayó sobre mi cabeza sin que supiera qué era.

—¡Marwán! —escuché a Abu Auf gritar—. <mark2>¡Marwan ha sido herido!<mark2/> ¡Marwan! 

Y el vasto espacio se llenó con un único rostro enorme. Grité:

—¡Papá… Papá…!

Y nadie me escuchó.","<mark1>En cuanto hubiera conseguido remontar la pendiente, podría relajarme un poco más a sabiendas de hallarme a cubierto tras la montaña.<mark1/>

De pronto, no obstante, se me nubló la vista. Me faltaba el aire, me pitaban los oídos y la cabeza me latía como una bomba de relojería. 

—¡Marwán! —oí aullar a Abderrahmán—. <mark2>¡Han alcanzado a Marwán!<mark2/>

El cielo se tiñó de negro, una negrura que devoraba todo a su paso, aunque yo me aferrara a la imagen de mi padre, que, inclinado sobre mí, continuaba gritando mi nombre.",¿Qué se hallaba haciendo el narrador?,¿Qué le ocurre al narrador?
49,أيا شجر الخابور، يا شجر دجلة والفرات، يا شجر أنهار العالم قاطبة، <mark1>ما لي أراك مورّقًا. كأنَّك لم تحزن علي. لا، لن تحزن يا شجر البشر لا يحزنون، فكيف تحزن أنت؟<mark1/> ومن يقوى اليوم على الحزن؟ سأعلن الحداد بارتداء أزهى الألوان، سأعلنه بشرب العرق والويسكي، أيهما ميسر. <mark1>وأورق يا شجر، وتفجر بأقداح يا زهر<mark1/>. أفتقده كل ليلة، أذكره كل يوم، أراه في كل عين أبصر فيها نظرة حب. <mark2>معي هو في حوار مستمر، وفي خصام مستمر. والخصام معه أطيب من الانسجام مع أي إنسان.<mark2/>,"Oh árboles del Jabur, árboles del Tigris y del Éufrates, árboles de los ríos del mundo entero, <mark1>¿por qué os veo frondosos? Como si no hubierais llorado por mí. No, no lloraréis, los humanos no lloran, ¿cómo ibais a llorar vosotros?<mark1/> ¿Quién tiene hoy la fuerza para llorar? Anunciaré el luto vistiendo los colores más brillantes, lo anunciaré bebiendo arak o whisky, lo que esté disponible. <mark1>Y tú, árbol, brota y explota en cálices, oh flor.<mark1/> Lo extraño cada noche, lo recuerdo todos los días, lo veo en cada mirada de amor que encuentro. <mark2>Él está conmigo en un diálogo constante y en una disputa perpetua. Y discutir con él era más placentero que estar en armonía con cualquier otra persona.<mark2/>","¡Ay, árboles a orillas del río Jabur, del Tigris y el Éufrates, y demás cuencas acuíferas de las que nos hacemos caudal! <mark1>¿Cómo es posible que florezcáis como si tal cosa, sin permitir que nada os afecte? Pero, claro, si ni los que poseen manos se inmutan, ¿por qué ibais a poneros vosotros a ensortijar las vuesas garras?<mark1/> ¿Quién se puede permitir a día de hoy afligirse por nada? Me vestiré pues de luto con colores fosforito y ahogaré las penas en el fondo de un vaso de güisqui o árak, lo que me pille más al alcance de la zarpa. <mark1>¡Reverdeced, pues, que a falta de pan, buenas son tortas!<mark1/>

Me paso los días y las noches añorándolo, deplorando su ausencia y buscando su mirada en ojos ajenos. Echo de menos <mark2>nuestros interminables coloquios, incluso los más acalorados, porque discutir con él era mucho más agradable que entenderse con ningún otro.<mark2/>",¿Por qué debieran o no crecer los árboles y abrirse en flor?,¿Qué añora el narrador de él?
50,<mark1>يجب ألا أنجرف بالتشابيه إلى حيث لا أريد، فأبتعد عن الحقائق، وأقول ما لم يخطر في بالي أن أقول كذلك الأمير<mark1/> الذي قال: أيها القاضي بقم، ثم حمله حبّ السجع إلى أن يردف: قد عزلناك فقم، لأنَّه لم يجد كلمة أخرى يقولها سجعًا. لا، لن أعزل أحدًا، حبا في سجع أو رغبة في تقفية، <mark2>ولو أنني أود لو أعزل الكثيرين ممن أراهم كل يوم، وهم أقل براءة بكثير، وأشدّ لؤمًا وخيانة بكثير من قاضي قم المسكين. ولكن الله لم يجعلني أميرًا<mark2/>، ولم يقلدني سيفا يمانيا، بل دس في يدي زجاجة أطرب لصوتها عندما تدق رأسها بالكأس وتصب من جوفها النار الذهبية، وقال: إبراهيم انطق فرحت أنطق.,"<mark1>No debo dejarme llevar por las metáforas hasta el punto de no querer, desviándome de los hechos y diciendo lo que ni siquiera pasó por mi mente decir, como aquel príncipe<mark1/> que dijo: ""Oh juez de Qum"", y luego el amor por la rima lo llevó a añadir: ""Hemos decidido destituirte, así que levántate"", porque no encontró otra palabra que rimara. No, no destituiré a nadie, por amor a la rima o deseo de rimar, <mark2>aunque quisiera destituir a muchos de los que veo todos los días, que son mucho menos inocentes y mucho más malvados y traicioneros que el pobre juez de Qum. Pero Dios no me hizo príncipe<mark2/>, ni me entregó una espada yemení, sino que puso en mi mano una botella cuyo sonido me alegra cuando su cabeza golpea el vaso y vierte de su vientre el fuego dorado, y dijo: ""Ibrahim, habla porque estoy feliz de hablar"".","Pero no quisiera quedarme enganchado a establecer comparaciones, por lo odiosas que son y <mark1>por lo que lo tientan a uno a sacrificar la verdad y proferir lo que no debe en el ínterin<mark1/>, como el príncipe aquel que, aficionado a componer rimas, le espetó sin pararse a pensar a un juez de El Cairo que su dictamen se la traía al pairo. <mark1>La sonoridad de las palabras, que lo induce a uno a cometer tropelías.<mark1/> Pero, <mark2>aunque razones no me falten para mandar a más de uno a hacer gárgaras, he de contenerme<mark2/>, para empezar, porque Dios ni me ha hecho príncipe ni me ha agraciado con la planta de quien puede portar un alfanje yemení sin que parezca que va disfrazado. En vez, puso una botella en mi camino que, cuando deposita los morros sobre el canto de una copa, me derrite con su melodía. ""¡Desembucha!"", decreta, y yo obedezco. ",¿Qué ilustra lo que le ocurrió al príncipe que se presentó ante un juez?,¿Para que querría haber nacido príncipe?
